claim_id,label,oc_source_id,layer_index,margin_evidence_only,margin_after_anchor,margin_final_prefix,margin_shift
015be3d8662ca93c5c0bab0b::0,com,51deb360-a379-57e5-93b9-e21d4b4a8ba9,63,0.143783125878029,0.02448295844201931,0.05488871184077426,-0.08889441403725473
05708c73dfad0a3f4781563a::0,com,8f59e6cd-369c-5f0a-8714-c3488b0e8079,63,0.36662385333205993,0.3583551751141713,0.40801526957767453,0.0413914162456146
03d2b60423371ca98d1a99bc::1,com,232f5934-8901-599f-aa2c-1dfceae9e3cc,63,0.3535885414566359,0.3756777895970811,0.2560103825351753,-0.0975781589214606
03d2b60423371ca98d1a99bc::2,com,b31ee48b-15c6-5325-aab2-1a53aa250ef0,63,0.3725954904594383,0.4172683194836735,0.24772334976317356,-0.12487214069626473
03d2b60423371ca98d1a99bc::3,com,5f798907-42b7-504e-b757-069165a91301,63,0.35252653488412805,0.3915444159958591,0.22816675772376183,-0.12435977716036622
0980045acad692ba2a8996db::1,com,ce80f82e-c22c-5ddb-b0a2-20d2db6f2570,63,0.9370196432335492,0.9662906347506253,1.0644289049210363,0.127409261687487
0980045acad692ba2a8996db::2,com,749bd7c1-5d37-5c7d-9683-111bdcb98790,63,0.9204651262432777,0.9812543221346012,1.0435838458364028,0.12311871959312515
0f1dd768a428334842bfec50::0,com,27319b03-dd72-5b56-86ec-a54f1a8c5940,63,0.2637307161807544,0.2609148858135705,0.08944315675126602,-0.17428755942948837
1d509edaa223f304f5ee3b9f::0,com,82974eae-1ad3-56da-a668-46425791893a,63,0.20468960627629762,0.20433474401374607,0.17018979095281772,-0.0344998153234799
1d509edaa223f304f5ee3b9f::1,com,82974eae-1ad3-56da-a668-46425791893a,63,-0.11241140932405597,-0.06389443993987481,-0.17192047412833888,-0.05950906480428292
1bc55cd8f6d690799f8c4047::1,com,0b6932b0-c240-59a9-a38f-86d736183514,63,0.05710619371224873,0.08058586141953963,0.0885566250705368,0.03145043135828807
1d64d81dcd56c92b92cf34ad::0,com,83cae5e9-a205-563e-a067-2d0571f591b7,63,0.042154097544519153,0.061297045847996945,0.016940488904138684,-0.02521360864038047
1e1a1711a9e429a5c0a74eec::0,com,ccd7836a-ef6f-5d7a-9e37-929fca8fe93c,63,0.25512421110097694,0.26867569986356843,0.33891144248620964,0.0837872313852327
1fc3739dc0cf84ab7935fd38::1,com,da9a4eb5-f7c2-5f73-aa68-441cbc570cc8,63,-0.16318296008411887,0.0343815889425681,0.027178263401061525,0.1903612234851804
26fa750dccd4c284472ecb48::1,com,8f5ae692-f16a-5f4a-bc76-6cc029f2d434,63,0.15395980729069392,0.23657649124696845,0.13307000751844178,-0.020889799772252138
29183d163063354c6c818147::2,com,d8f6cd9f-17f5-59c1-949a-7012080bd64e,63,0.31538100891813475,0.5233733967109779,0.4805339847523528,0.16515297583421806
29183d163063354c6c818147::3,com,71706e87-4a0d-5fdc-91af-ddcb0cbc261c,63,0.3463646514874217,0.5446005550031966,0.44935056086628333,0.10298590937886165
3842f39935a34d58b55be97d::0,com,7334d97d-ac74-5b05-a0f3-25bdac64ace6,63,0.037126452750804506,-0.018882067508425915,-0.09393468659248039,-0.1310611393432849
3813f972b07ceee5031bb452::1,com,72f1e20c-185a-5c0e-a3ff-e8ecb92e1879,63,-0.07575734870657902,-0.07441648977476523,0.09668764256597873,0.17244499127255775
3813f972b07ceee5031bb452::2,com,b7597457-67f0-5d5d-bdbf-c863220ae50c,63,-0.03388897464946827,-0.02134868620399122,0.049014623465216234,0.0829035981146845
3813f972b07ceee5031bb452::3,com,08b8ad9c-d7d8-5576-b436-63ae2b5cbe53,63,-0.12141050096072659,-0.2349292839488668,-0.04397301383695995,0.07743748712376664
3813f972b07ceee5031bb452::4,com,296a34f6-7661-5ed0-970b-d6880a360154,63,-0.1449139123118116,-0.26196201427674515,-0.047713398304971455,0.09720051400684016
3813f972b07ceee5031bb452::5,com,a37d38dd-e59d-58be-8ee9-acde64054306,63,-0.04675468186670051,-0.15957921357596638,0.0024952116541911984,0.04924989352089171
3813f972b07ceee5031bb452::6,com,b79acaab-f0bc-5894-952a-f80b56535b5e,63,-0.1857934722665452,-0.32678875887734654,-0.10970732638679725,0.07608614587974794
3813f972b07ceee5031bb452::7,com,f32a5669-fd1b-5c87-8679-baa7886003c8,63,-0.1814736800708271,-0.3460009193226833,-0.15185656093118693,0.029617119139640158
39f61d8cb6ee0e63eed2c0c1::1,com,12125f09-b98c-51b0-bead-cc63e7588685,63,0.24831190395318253,0.27758786939486974,0.1290583174742438,-0.11925358647893874
3c7e00141c354983c6fb8742::0,com,d6aa6aca-9181-54a5-a39e-607f5e158284,63,0.08428712177066233,0.1372226362790594,0.15784075559621358,0.07355363382555125
402ffae6336ceeb14052f50e::1,com,54305768-49b9-598c-8b3b-483b2ec86100,63,0.1690079647930537,0.23206884891671276,0.22047142307315593,0.05146345828010224
402ffae6336ceeb14052f50e::2,com,56ff22bc-490d-5566-b950-30783780923c,63,0.12117339380583192,0.1861283051928102,0.17414664697289906,0.052973253167067136
402ffae6336ceeb14052f50e::3,com,5bdfbe0c-19fe-576f-aa8a-be8cbe3a3f34,63,0.18894738265648725,0.1938798048200725,0.11096157602246604,-0.07798580663402122
402ffae6336ceeb14052f50e::4,com,afa727b9-8228-505c-ab2a-912145b655b8,63,0.2455863328278619,0.2846962358261444,0.21715403815443812,-0.028432294673423786
4f7a1d19e6fadf0e7b619491::0,com,88d66cfd-40d3-587a-bd64-c3d0ed78a036,63,0.20448284002885841,0.279686689174907,0.13974205730365474,-0.06474078272520367
4f90e141b3068b6b2ff3d1a5::1,com,22f8848b-0cdf-545f-a51a-2b31105a5f9e,63,0.41988681662087474,0.4673698333821376,0.39113411903526707,-0.028752697585607667
4f90e141b3068b6b2ff3d1a5::2,com,a27ef6b1-ff1d-5d88-a942-d3696cffbb70,63,0.34317985403404405,0.41171124413614335,0.29047174370856493,-0.05270811032547912
